id,created_at,text
1151220264665079810,2019-07-16 20:01:14,- Dados oficiais (Sinesp) apontam uma queda de quase 38% dos roubos de carga e 41% dos roubos a instituições financeiras no primeiro trimestre deste ano em relação ao mesmo período do ano passado. Grande dia! 👍
1151193920988221441,2019-07-16 18:16:33,"A Universidade da Integração da Lusofonia Afro-Brasileira (Federal) lançou vestibular para candidatos TRANSEXUAL (sic), TRAVESTIS, INTERSEXUAIS e pessoas NÃO BINÁRIOS. Com intervenção do MEC, a reitoria se posicionou pela suspensão imediata do edital e sua anulação a posteriori."
1150924359290241024,2019-07-16 00:25:25,"- O Brasil é o 1° país do mundo em belezas naturais, mas um dos últimos em receita no turismo. Fernando de Noronha é um exemplo de como não se deve fazer turismo. Taxas federais (contrato de 2012) e estaduais abusivas, parte urbana da ilha abandonada e população desassistida. https://t.co/cJQY0cl8V4"
1150805648864681992,2019-07-15 16:33:42,"- Nesse evento, o Ministro estará em licença especial, não remunerada, autorizado pelo PR."
1150805647539281921,2019-07-15 16:33:41,"- O Ministro @Astro_Pontes está na Florida onde tem reuniões para promover parcerias para CUBESATS e pesquisas em ambiente de microgravidade. Na NASA, ele se encontrará com astronautas durante as comemorações dos 50 anos do pouso da APOLLO XI na Lua."
1150746443860369408,2019-07-15 12:38:26,"@marianatomadon Mariana, obrigado e uma boa semana!"
1150746166851702785,2019-07-15 12:37:20,"@MarceloMakt Marcelo, Boa semana! 👍"
1150745531917963267,2019-07-15 12:34:49,@pjcmota Abraço bodyboarders! 👍
1150744885928046593,2019-07-15 12:32:15,"- Quebramos monopólios, diminuímos burocracias. O Brasil bateu recordes em apreensão de drogas e reduziu consideravelmente os homicídios. Isso em apenas 7 meses. Quem espalha que vamos de mal a pior, manifesta um desejo, não a realidade. Estamos mudando o Brasil para melhor! 🇧🇷"
1150744884413964288,2019-07-15 12:32:14,"- Fechamos o maior acordo comercial de nossa história, demos grande passo para ingresso na OCDE, retomamos obras iniciadas há décadas, realizamos várias concessões com retorno acima do esperado, otimizamos o combate às fraudes no INSS e seguro-defeso, reduzimos o preço da CNH..."
1150565035619602432,2019-07-15 00:37:35,"RT @brunobiancoleal: #AlertaFakenews Nenhum contribuinte do INSS vai ficar sem auxílio-doença, nem na Nova Previdência e nem no sistema atu…"
1150519365374218242,2019-07-14 21:36:06,- Toda nossa solidariedade ao Padre Marcelo Rossi. Deus olhe para o nosso Brasil. 🇧🇷
1150519365374218242,2019-07-14 21:36:06,- Toda nossa solidariedade ao Padre Marcelo Rossi. Deus olhe para o nosso Brasil. 🇧🇷
1150434787452248067,2019-07-14 16:00:02,"- Nossos cumprimentos ao MCTIC e ANATEL pelo anúncio do fim da Taxa Administrativa de R$ 200,00 para os radioamadores, a partir de outubro. A ANATEL já revogou 173 resoluções desde janeiro, na mesma linha do Ministério da Economia, visando a desburocratização."
1150134246553657344,2019-07-13 20:05:47,"- GRANDE NOTÍCIA: levantamento do Monitor da Violência (G1) indica que número de mortes violentas caiu 22% nos primeiros 5 meses deste ano, levando-se em conta o mesmo período do ano passado. Não há duvidas de que estamos no caminho certo! 👍🇧🇷"
1150128487073800192,2019-07-13 19:42:54,- Donald Trump e o Deputado Eduardo @BolsonaroSP.- De 2003 para cá você sabe quem foram nossos embaixadores em Washington?- Nesse período como foram nossas relações com os Estados Unidos? https://t.co/HFCkZDEv5H
1150111142943035393,2019-07-13 18:33:59,RT @CarlosBolsonaro: Algumas grandes conquistas do Governo Bolsonaro em menos de 8 meses de mandato. Há muito mais a caminho! Não desistamo…
1150044228828966914,2019-07-13 14:08:05,"- Esse vídeo não vazou por acaso. Nele nunca se viu tantas pessoas do mal, inimigas da democracia e liberdade, juntas. É O JOGO DO PODER. A vitimização do PT é uma das últimas cartas do Foro de São Paulo em Caracas/Venezuela (24 a 28/julho). https://t.co/PiiuUv2GJg"
1149822752695738370,2019-07-12 23:28:01,"- Ramal do Agreste, não começou em nosso Governo, mas não deixaremos obras paradas, em respeito aos recursos públicos e aos nossos irmãos do Nordeste. Parabéns Ministro Gustavo Canuto. https://t.co/BofdK5HXfC"
1149799947023331329,2019-07-12 21:57:24,"- Como explica a presidente do IBGE, o Censo carece de critérios específicos em relação ao autismo, inviabilizando levantamento adequado, mas existe proposta mais precisa, técnica e que trará resultados 2 anos antes, agilizando o desenvolvimento de políticas públicas eficientes. https://t.co/kwZEP31iNI"
1149792135711010816,2019-07-12 21:26:21,- Lembram-se dos caminhões atolados na BR 163? Nossos parabéns ao Exército e ao Ministro (Capitão/IME) Tarcísio de Freitas. https://t.co/0TCtoHkTjy
1149681049603072000,2019-07-12 14:04:56,"- Mais um êxito das nossas Forças Armadas, na permanente defesa da soberania nacional. Nossa Marinha lançou, com pleno sucesso, o 3o protótipo do míssil antinavio que está sendo desenvolvido integralmente no País. É o Brasil da autossuficiência tecnológica. Parabéns @marmilbr! https://t.co/nJ6Zn5oyQY"
1149639249370550272,2019-07-12 11:18:50,"- Dentre vários pontos, a MP dispensa alvarás de funcionamento para atividades econômicas de baixo risco, como serviços de borracharia, ensino de línguas, musica e dança, cabeleireiro, manicure, etc. É o Brasil tirando cada vez mais o peso das costas de quem quer empreender."
1149636109460111360,2019-07-12 11:06:22,"- MAIS AVANÇOS A CAMINHO: Nossa MP da Liberdade Econômica, que dentre outros pontos dispensa alvará do poder público para atividades econômicas de baixo risco, foi aprovada em comissão do Congresso e agora será votada na Câmara e no Senado. Menos burocracia e mais empregos! 🇧🇷"
1149496976469188619,2019-07-12 01:53:30,- Boa noite a todos! https://t.co/JsaOCiwS3I
1149471474194845696,2019-07-12 00:12:10,"RT @AbrahamWeint: Anunciei o Compromisso Nacional pela Educação Básica. O plano, entre outros pontos, inclui a construção de mais de 4 mil…"
1149467792598429696,2019-07-11 23:57:32,"- Uma medida simples, mas que facilita a vida dos cidadãos. 🇧🇷 https://t.co/13mkd7NHrP"
1149381831462182914,2019-07-11 18:15:57,"RT @tarcisiogdf: Governo @JairBolsonaro em ação no Ceará: Recuperação da BR-403/CE, entre Acaraú e Cruz. Compromisso que assumimos com a ba…"
1149280327665422337,2019-07-11 11:32:37,- Na ONU o Governo Jair Bolsonaro apresentará suas prioridades no documento de candidatura à reeleição no Conselho de Direitos Humanos da ONU. As principais pautas estão ligadas ao fortalecimento das estruturas familiares e a exclusão das menções de gênero.
1149149075293519873,2019-07-11 02:51:04,"@TerezaCrisMS - Parabéns, Ministra! 👍"
1149135727663468544,2019-07-11 01:58:02,"- Hoje meu 03 completa mais um ano de vida. Parabéns, Eduardo @BolsonaroSP! Sucesso e felicidades! Que Deus o abençoe! 🇧🇷 https://t.co/U2rUnKxRH4"
1149102579751825410,2019-07-10 23:46:18,GRANDE DIA!
1149102579751825410,2019-07-10 23:46:18,GRANDE DIA!
1149096268943306753,2019-07-10 23:21:14,"- Cumprimento a Câmara dos Deputados, na pessoa do seu Presidente @RodrigoMaia, pela aprovação, em 1° turno (379x131), da PEC da Nova Previdência. O Brasil está cada vez mais próximo de entrar no caminho do emprego e da prosperidade. 👍 🇧🇷"
1148944283652775936,2019-07-10 13:17:18,"- No passado, como todos sabem, os métodos eram outros. Hoje, o parlamento está mais que consciente de sua responsabilidade, do que devem ou não aprovar ou aperfeiçoar, sempre focado no bem estar de todos."
1148944281568239616,2019-07-10 13:17:17,"- A Emenda Constitucional 86/2015 tornou as emendas parlamentares individuais impositivas, portanto independe da vontade do Presidente a sua liberação. Outros recursos previstos no orçamento, havendo disponibilidade, também são liberados para obras em estados ou municípios."
1148752228745973761,2019-07-10 00:34:08,"- Na companhia de minha esposa, a Primeira-dama Michelle Bolsonaro, e das crianças da Escola Sustentável Maria Teixeira na Cerimônia de lançamento do Programa Nacional de Incentivo ao Voluntariado, o Pátria Voluntária. 🇧🇷 https://t.co/Iigpi1yFOw"
1148728957589737473,2019-07-09 23:01:40,"- Por conta do orçamento impositivo, o governo é obrigado a liberar anualmente recursos previstos no orçamento da União aos parlamentares e a aplicação destas emendas é indicada pelos mesmos. Estamos apenas cumprindo o que a lei determina e nada mais. BOA NOITE A TODOS!"
1148406045896843264,2019-07-09 01:38:32,"RT @tarcisiogdf: Na última Live do presidente @JairBolsonaro, explicamos como vamos fazer para que a nova placa de trânsito fique mais bara…"
1148390063585280000,2019-07-09 00:35:01,"- Estudos da equipe econômica estimam que a medida gerará milhares de empregos em diversos setores (como construção civil, cerâmica, vidro e químico) e levará à redução em até 50% do preço do gás no longo prazo, com uma queda significativa já nos próximos 12 meses. 👍"
1148390061714616321,2019-07-09 00:35:01,- Mais um grande passo rumo à liberalização e à maior competitividade da economia brasileira: o Conselho da Petrobrás e o CADE aprovaram hoje a quebra do monopólio da Petrobrás no setor de gás e a abertura do mercado desse importante insumo.
1148333360848220160,2019-07-08 20:49:42,"- Para quem perdeu, live da semana exibida na última quinta-feira, 04/07/19, disponível na íntegra no canal Jair Bolsonaro, no Youtube. Confira: https://t.co/9dpy8XdvgA"
1148329435445305345,2019-07-08 20:34:06,"RT @CarlosBolsonaro: Em menos de 7 meses, seguem alguns grandes feitos do Governo Bolsonaro: https://t.co/GwEfVFzTbs"
1148246967358803968,2019-07-08 15:06:25,"- Além disso, visando aumentar a oferta de procedimentos e recursos, o @minsaude também disponibilizará aos brasileiros cerca de R$ 233 milhões pelo Saúde da Família. Serão 10 mil equipes de Atenção Básica credenciadas para auxiliar a população. 👍"
1148246965299372033,2019-07-08 15:06:24,"- O @minsaude anunciou na última semana a liberação de R$ 79 milhões para hospitais universitários, de maneira a intensificar os atendimentos e desenvolver as pesquisas. Serão contempladas, ao todo, instituições de 22 Estados e DF, sendo a maioria delas na região Nordeste."
1148231287586639872,2019-07-08 14:04:06,"- Parabéns pelo título, Marquinhos! Sucesso, garoto! 👍 https://t.co/Z6Y52t5FR3"
1148217392973123584,2019-07-08 13:08:53,"- A FUNAI, como regra, ""cuidava"" de tudo, menos do índio. Cada ninho de ratos que toco fogo, mais inimigos coleciono. Acredito no Brasil porque confio em você, cidadão de bem. - com @DamaresAlves https://t.co/6zZYVah2a2"
1148191501924671489,2019-07-08 11:26:01,"RT @DamaresAlves: Este era o ""compromisso"" dos governos passados com a coisa pública e com a saúde indígena. Oito aviões da Funai abandonad…"
1148051930951901184,2019-07-08 02:11:24,- Boa noite a todos! 🇧🇷👍 https://t.co/YzraM8hxCo
1148028065508933633,2019-07-08 00:36:34,"- Toda solidariedade à escritora Gloria Perez, que simplesmente por suas convicções foi atacada da forma mais baixa e covarde possível por um medíocre, usando da dor irreparável de uma mãe que perdeu uma filha para atacar opiniões. Que Deus a abençoe!"
1147998852445876225,2019-07-07 22:40:29,PARABÉNS BRASIL! GRANDE DIA! 🇧🇷👍 https://t.co/G6iCeuULQV
1147988939984293888,2019-07-07 22:01:06,- É CAMPEÃO!!!! 🇧🇷🇧🇷🇧🇷
1147988939984293888,2019-07-07 22:01:06,- É CAMPEÃO!!!! 🇧🇷🇧🇷🇧🇷
1147976580066676737,2019-07-07 21:11:59,- Começa o 2 tempo. BRASIL 2 X 1 Peru. 🇧🇷🇧🇷🇧🇷 https://t.co/BE0FiRNELe
1147966271675387909,2019-07-07 20:31:02,- MARACANÃ: BRASIL 1 X 0 PERU. Vamos! 🇧🇷🇧🇷🇧🇷 https://t.co/edlFFQnnmn
1147924855251197957,2019-07-07 17:46:27,- Saindo de Brasília rumo ao Rio. Destino: Maracanã. Brasil x Peru. 🇧🇷🇧🇷🇧🇷 https://t.co/KlNvFXQp2w
1147892950975864832,2019-07-07 15:39:40,"RT @HumbertoReisJr: 👑Vejam a pegadinha que existia, por trás das novas placas de automóveis. O governo percebeu e está fazendo as mudanças…"
1147872610581176326,2019-07-07 14:18:51,- Hoje à tarde estarei no Maracanã para assistir: Brasil x Peru. Um bom domingo a todos! https://t.co/uFAQ3eAYy8
1147849924584845312,2019-07-07 12:48:42,"- O hospital, que atende muitas pessoas, acionou a justiça após ser acusado irresponsavelmente pelo indivíduo de fazer parte de uma conspiração para forjar a facada que levei de um ex-membro do PSOL. 👍 https://t.co/hcbND8vdXP"
1147848184019980289,2019-07-07 12:41:47,"RT @tarcisiogdf: O Governo @JairBolsonaro retomou a pavimentação da BR-230/PA, a famosa Transamazônica. A ideia é concluir todo o trecho at…"
1147631440311533568,2019-07-06 22:20:31,"- Pescador conta estória, caçador mostra o peixe. Bom fim de semana a todos! 🇧🇷🇧🇷👍 https://t.co/IodEvQqM3d"
1147615417378246658,2019-07-06 21:16:51,- O trabalho enobrece. https://t.co/F7zzDRAM8T
1147561242367799301,2019-07-06 17:41:35,"- O Brasil é exemplo para o mundo na preservação ambiental. ONGs, artistas, ""Raonis"" não mais influenciarão em nossa política externa. https://t.co/4Oxr02E1YV"
1147552559411924993,2019-07-06 17:07:05,- Um testemunho de quem trabalhou desde cedo transforma-se em escândalo para alguns. https://t.co/4fHgKAwCeM
1147263080860147713,2019-07-05 21:56:48,"- O ambiente que estamos criando trará ainda mais retorno. Só com a Nova Previdência a expectativa é de que sejam gerados +4 MILHÕES DE NOVOS EMPREGOS até 2022, que se somarão ao frutos que colheremos após desburocratizar, desregulamentar, abrir nosso mercado e diminuir impostos."
1147263078456791040,2019-07-05 21:56:47,"- De janeiro até maio deste ano, entre admissões e demissões, foi gerado um saldo de mais de 325 MIL NOVOS EMPREGOS no Brasil. O ambiente desfavorável que herdamos, com burocracia e poucos recursos, não foi mais forte do que a confiança em nosso governo e nosso modelo econômico."
1147211166009253888,2019-07-05 18:30:30,"- Não devemos confundir o incentivo ao trabalho e à disciplina com exploração, abuso e abandono da escola. São coisas completamente distintas e todos sabemos disso. Um forte abraço a todos!"
1147178775655960576,2019-07-05 16:21:48,"- A esquerda está me atacando por defender que nossos filhos sejam educados para desenvolver a cultura do trabalho desde cedo. Se eu estivesse defendendo sexualização e uso de drogas, estariam me idolatrando. Essa é a verdade!"
1147165730795905024,2019-07-05 15:29:58,"- Aniversário do Batalhão da Guarda Presidencial. BRASIL ACIMA DE TUDO, DEUS ACIMA DE TODOS! 🇧🇷 https://t.co/emyxF71MzO"
1147134842921988096,2019-07-05 13:27:13,"- ""Respeitamos a todas as instituições, mas é ao povo a quem devemos lealdade."" https://t.co/L863xaek1V"
1147102499310120960,2019-07-05 11:18:42,- Bom dia! Tenham todos um grande dia. 👍🇧🇷
1146899183816859648,2019-07-04 21:50:48,"- Em São Paulo, Ministro Paulo Guedes fala do governo Jair Bolsonaro. Assista: https://t.co/gfInEhK0D6"
1146899183816859648,2019-07-04 21:50:48,"- Em São Paulo, Ministro Paulo Guedes fala do governo Jair Bolsonaro. Assista: https://t.co/gfInEhK0D6"
1146821205485412352,2019-07-04 16:40:56,"@jorgeofco @SGPresidencia Seja bem-vindo, Ministro! 👍"
1146821067975081984,2019-07-04 16:40:24,"RT @jorgeofco: Seguindo as diretrizes determinadas pelo Presidente @jairbolsonaro, estou criando este canal para me comunicar diretamente c…"
1146775556614230016,2019-07-04 13:39:33,"- Após o nosso governo adotar um modelo que caminha para o livre mercado e competitividade, os efeitos positivos começam a surgir. A expectativa é que alcance também os voos domésticos. Ganha o consumidor. Grande notícia! 👍 https://t.co/aTTFM5JfLp"
1146617067325526017,2019-07-04 03:09:46,"RT @rsallesmma: Com o grande parceiro Min @@tarcisiogdf alinhando medidas para dinamizar o recebimento de investimentos, nacionais e estran…"
1146595948065361920,2019-07-04 01:45:51,"- Nosso Governo doou hoje, via @JusticaGovBR, 42 mil equipamentos de segurança, entre eles armamentos, munições, viaturas, etc, aos 26 estados e DF. Os itens ajudarão a modernizar, aprimorar e reforçar o trabalho das forças de segurança no combate ao crime em todo o Brasil. 🇧🇷"
1146580368314834951,2019-07-04 00:43:56,"Assinei hoje decreto que autoriza a PRF a chamar 1000 novos concursados, sendo 500 deles previstos no edital do concurso e outros 500 além da previsão inicial. Essa é mais uma medida de fortalecimento da segurança pública, em especial quanto ao patrulhamento de nossas rodovias."
1146533924132282368,2019-07-03 21:39:23,"RT @MinEconomia: MP da Liberdade Econômica (881/2019) pode gerar até 3,7 milhões de empregos em 15 anos. Estudo da Secretaria de Política E…"
1146468097680953346,2019-07-03 17:17:49,"- A aplicação acontecerá de maneira gradual, mas já em 2020 será feita uma aplicação piloto. Estamos aplicando sistemas já testados em outros países. O Brasil tem, sim, tecnologia e segurança para desempenhar atividades desse porte."
1146468096204578816,2019-07-03 17:17:49,"- O Ministro da Educação, @AbrahamWeint, apresentou, em audiência no MEC, a proposta do Enem Digital. A ideia é tornar o Enem acessível a mais municípios, diminuir a burocracia, reduzir os gastos e transformar a prova em um modelo sustentável, com menos impressão de papel."
1146259084246695936,2019-07-03 03:27:16,@Jrodrigues1954 @feitosamaria - Valeu José. 👍
1146256103338139653,2019-07-03 03:15:26,"@feitosamaria - Pra você também, Maria. 👍🇧🇷"
1146255743450042368,2019-07-03 03:14:00,@JoinhaSempre 👍
1146255544933605376,2019-07-03 03:13:12,@GinPiero2 Limeira 👍
1146254605183008768,2019-07-03 03:09:28,"- DECOLANDO: ANAC autorizou mais uma empresa aérea de baixo custo para operar voos internacionais no Brasil. A companhia realizará viagens entre Buenos Aires e RJ. Seguimos avançando, abrindo nosso mercado para levar aos brasileiros melhores ofertas e serviços de qualidade. 🇧🇷👍"
1146253175827161089,2019-07-03 03:03:48,- Fica calmo. Um forte abraço! https://t.co/fQhw6Sbizg
1146248524771876864,2019-07-03 02:45:19,"- Final: Brasil 2 x 0 Argentina. Obrigado, Belo Horizonte! Boa noite a todos! 🇧🇷🇧🇷🇧🇷 https://t.co/ckuX9xUBdG"
1146236074315980800,2019-07-03 01:55:50,- Intervalo de jogo. BRASIL 1 X 0 ARGENTINA. 🇧🇷🇧🇷🇧🇷 https://t.co/BeFoYj7v8d
1146211695863447553,2019-07-03 00:18:58,"- Agora no Mineirão com @neymarjr. Boa sorte, Brasil! 🇧🇷 https://t.co/eCF3WDaHEF"
1146063740338524160,2019-07-02 14:31:03,"Nos últimos dias foram iniciadas as obras de pavimentação da Transamazônica (BR-230/PA - trecho entre Marabá e Divisa de Tocantins). Além da pavimentação, pontes de madeira estão sendo substituídas por estruturas de concreto. É o nosso @MInfraestrutura sem tempo para descanso. 🇧🇷"
1146063740338524160,2019-07-02 14:31:03,"Nos últimos dias foram iniciadas as obras de pavimentação da Transamazônica (BR-230/PA - trecho entre Marabá e Divisa de Tocantins). Além da pavimentação, pontes de madeira estão sendo substituídas por estruturas de concreto. É o nosso @MInfraestrutura sem tempo para descanso. 🇧🇷"
1145855832241987589,2019-07-02 00:44:54,- Obrigado pela homenagem anime! Nota 10! 👍 https://t.co/T8wNBNBnqv
1145850225908736005,2019-07-02 00:22:37,https://t.co/4DD0l3xKe6
1145848396336553984,2019-07-02 00:15:21,- Oyasuminasai- おやすみなさい- (Boa noite!) https://t.co/igJ3HN2KNi
1145788433031487488,2019-07-01 20:17:04,"- Apesar de o prazo para apreciação no Congresso da MP que trata do fim da cobrança obrigatória do imposto sindical a empregados ter se encerrado na última quinta (27), o STF decidiu liminarmente suspender a cobrança do imposto sem autorização do funcionário. Ótima notícia!"
1145683379171598341,2019-07-01 13:19:38,- @CarlosBolsonaro 👍🇧🇷 https://t.co/c7TU45gZ3U
1145465349002989570,2019-06-30 22:53:15,"Parabéns a todos que foram às ruas nesse 30/06. A mensagem de vocês é p/ TODAS as autoridades: ""não parem o Brasil, combatam a corrupção, apoiem quem foi legitimamente eleito em 2018."" Respeito todas as Instituições, mas acima delas está o povo, meu patrão, a quem devo lealdade."
1145426136379338752,2019-06-30 20:17:26,"- Aos que foram às ruas hoje manifestar seus anseios, parabéns mais uma vez pela civilidade. A população brasileira mostrou novamente que tem legitimidade, consciência e responsabilidade para estar incluída cada vez mais nas decisões políticas do nosso Brasil. 🇧🇷👍"
1145338499270348801,2019-06-30 14:29:12,RT @ernestofaraujo: Durante 20 anos o Brasil tentou chegar lá sendo um aluno aplicado na escola do globalismo. Não deu. O Brasil que agora…
1145336514148274179,2019-06-30 14:21:18,"Retorno agora de Osaka.G 20, MISSÃO CUMPRIDA!Parabéns BRASIL! 🇧🇷🇧🇷🇧🇷 https://t.co/UrvSIi5HWD"
1145315497136840704,2019-06-30 12:57:48,- Parabéns Ministro @Astro_Pontes e equipe!
1145315317977157632,2019-06-30 12:57:05,"- No acordo União Européia/MERCOSUL o Brasil manteve todas as conquistas da Lei da Inovação, as encomendas tecnológicas, as compras de pequenas e micro empresas e, sobretudo, a previsão que permite a exigência de transferência de tecnologia nos contratos internacionais."
1145107154258595840,2019-06-29 23:09:55,"Já está disponível em nosso canal no Youtube a íntegra da Live Semanal realizada na última quinta-feira, diretamente do Japão. Confira: https://t.co/O8srGiLuCq"
1145040149660753921,2019-06-29 18:43:40,"- Em minha 1a conversa com o PM de Singapura, Lee Hsien Loong, ficou claro que queremos fazer muito mais nas relações entre nossos países. Singapura é um grande investidor no Brasil e quer investir ainda mais. Estou otimista com as perspectivas de celebrarmos um acordo comercial. https://t.co/v81yy0dfGX"
1144949372393857024,2019-06-29 12:42:57,"- Antes de concluir missão em Osaka, estive com o PM do Japão, Shinzo Abe. Na pauta, ações conjuntas para ampliar comércio e investimentos, bem como para promover pesquisa e uso do nióbio e grafeno. A base da sólida parceria nipo-brasileira só tende a se fortalecer cada vez mais. https://t.co/w6uv4UKijs"
1144943709466890240,2019-06-29 12:20:27,"Firme em minha determinação de trazer investimentos para nosso país, conversei com o Príncipe Mohammad bin Salman da Arábia Saudita, maior economia do mundo árabe, sobre oportunidades de investimento no Brasil. Estamos adotando uma posição muito mais equilibrada no Oriente Médio. https://t.co/vEtWGRUFvp"
1144815949134159873,2019-06-29 03:52:46,"Minha reunião com o PM da Índia, @narendramodi, foi excelente. Nossos países são grandes amigos e têm grandes semelhanças. Concordamos em aprofundar nossa cooperação com uma perspectiva de longo prazo e em áreas que fomentam o desenvolvimento, como agricultura e biocombustíveis. https://t.co/zN6ctalIo2"
1144784440121597955,2019-06-29 01:47:34,"Celebrando com o Presidente da Argentina, @mauriciomacri, o acordo histórico que fechamos hoje com a União Européia. Nossa parceria tem enorme potencial e ainda dará muita alegria aos nossos povos. 🇧🇷🤝🇦🇷 https://t.co/dfBhJ5r9Aq"
1144739840174514176,2019-06-28 22:50:20,RT @MagarinosC: Obrigado por sua liderança Presidente @jairbolsonaro Parabéns para ministros e legisladores que empurraram as negociações @…
1144733301996961792,2019-06-28 22:24:21,https://t.co/X9K3dLuBAP
1144733301996961792,2019-06-28 22:24:21,https://t.co/X9K3dLuBAP
1144726877317337090,2019-06-28 21:58:50,"- Presidente Bolsonaro encontra Presidente Trump em Osaka, Japão. 🇯🇵🇧🇷🇺🇸Via: @emb_resistencia https://t.co/nahOfATlNF"
1144695342933434368,2019-06-28 19:53:31,"- Tereza Cristina e Ernesto negociando em Bruxelas, Onyx e Guedes no Brasil e eu, após conversar com Merkel, Macron e Macri em Osaka, fechamos o acordo do Mercosul com a União Européia. Depois de 20 anos, e sem mais o viés ideológico, a vitória. Parabéns BRASIL! 🇧🇷 https://t.co/PbZ2SVu3UZ"
1144686040969555968,2019-06-28 19:16:34,素晴らしい日 👍
1144671216344735744,2019-06-28 18:17:39,"- Prometi que faria comércio com todo o mundo, sem viés ideológico.  Não foi retórica vazia de campanha, típica da velha política. É pra valer! Estou cumprindo mais essa promessa, que renderá frutos num futuro próximo. Vamos abrir nossa economia e mudar o Brasil pra melhor! 🇧🇷"
